Name,Rating,Winery,Area,Province,Country,Varietal,Vintage,Style,Wine Type,ID
Quantum,82.66515727999999,Beringer Vineyards,Saint Helena,California,USA,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot, Petite Sirah",2012,,Red,5606a1d1d21c87030000007d
Sibaris Carmenere,82.65976591111111,Vina Undurraga,Colchagua Valley,,Chile,Carmenere,2015,,Red,5e94deec5fd8fd7ae861dae5
Rombauer Vineyards Chardonnay,82.65515728,Rombauer Vineyards,Napa / Sonoma,California,USA,Chardonnay,2016,,White,5ad77d39128caabb7db028f8
JaM Cellars California Cabernet Sauvignon 2017,82.63605254117648,JaM Cellars,Napa Valley,California,USA,Cabernet Sauvignon,2017,,Red,5fbffddb57b0250cb2062ffe
Foppiano Vineyards,82.6322552,Foppiano Vineyards,Russian River Valley,California,USA,Petite Sirah,2011,,Red,540f757feb0be2020000000e
Brut Reserve NV,82.62929773333333,Champagne Taittinger,,Champagne,France,"Chardonnay, Pinot Noir, Pinot Meunier",nv,Sparkling,White,530b9a4f5742860200000270
La Vite Lucente Toscana IGT 2014 750ml,82.62515728,Tenute Di Toscana,Tuscany,,Italy,"Merlot, Cabernet Sauvignon, Sangiovese",2015,,Red,5e94df1a5fd8fd7ae861df77
Tolaini Picconero,82.61515727999999,Tolaini,Tuscany,,Italy,Merlot Cabernet Sauvignon Petit Verdot,2009,,Red,5457febd1888f10200000004
Siduri Willamette Valley,82.61263106666667,Siduri Wines,Willamette Valley,,USA,Pinot Noir,2013,,Red,567734093e80f30300aa0313
Kendall-Jackson Cabernet Sauvignon Vintner's Reserve,82.60515728,Kendall-Jackson,Sonoma County,California,USA,Cabernet Sauvignon,2014,,Red,5ad77d39128caabb7db0288a
Wild Goose Gewürztraminer 2018 VQA,82.58543851111112,Wild Goose Vineyards,Okanagan Valley,British Columbia,Canada,Gewurztraminer,2018,,White,5e94ded65fd8fd7ae861d8f1
Articondo,82.58515728,Grassini Family Vineyards,Santa Barbara,California,USA,"Cabernet Sauvignon, Merlot, Petit Verdot",2011,,Red,5525edae0470860300000006
Altano,82.58515728,Symington: Dow's/Warre's,Douro,,Portugal,"Touriga Franca, tinta roriz, and Tinta Barroca",2011,,Red,53bc937d45b03a020000001b
Domaine Maratray-Dubreuil Ladoix Rouge 2015,82.58257864,Domaine Maratray-Dubreuil,Ladoix,,France,Pinot Noir,2015,,Red,5e4b46a7c2f8c4663fc3d278
Aska Bolgheri DOC,82.5719733,Banfi,Tuscany,,Italy,"Cabernet Sauvignon, Cabernet Franc",2012,,Red,55b82785424f4a0300000003
J.P. Chenet Pinot Noir,82.5709644,J. P Chenet,Languedoc,,France,Pinot Noir,2013,,Red,54dd4d4d0045330300000016
Twisted Cabernet Sauvignon California 2016,82.56120490526318,Twisted Wine Cellars,"Manteca, California",,USA,Cabernet Sauvignon,2016,,Red,5e94ded45fd8fd7ae861d8c9
Villa Wolf,82.54515727999998,Villa Wolf,Rhine Valley,,Germany,Pinot Gris,2014,,White,56772b853e80f30300aa02bf
Bechar,82.5282233,Cantine Antonio Caggiano,Taurasi,,Italy,100% Fiano di Avellino,2017,,White,5e94deef5fd8fd7ae861db31
Papa Nonno Tuscan Style Red,82.52515728,Forchini Vineyards & Winery,Dry Creek Valley & Russian River Valley,California,USA,"Zinfandel, Carignan, Cabernet Sauvignon",2013,,Red,58b08afd47cf3d1a5f64eaec
815,82.52052603636363,Joel Gott Wines,California,California,USA,Cabernet Sauvignon,2013,,Red,554fc0ea89f8da0300000004
Harlan Estate,82.51515728,Harlan Estate,Napa Valley,California,USA,Red Bordeaux Blend,2005,,Red,5ad77d39128caabb7db02865
Walker Hill,82.50515728,Dutton-Goldfield Winery,Russian River Valley,California,USA,Chardonnay,2014,,White,59cadcff2a5134dc4ac9a952
Herrick Red,82.50515728,Conn Creek Winery,Napa Valley,California,USA,"Cabernet Sauvignon, Merlot, Malbec, Zinfandel, Syrah",2009,,Red,5388d5136fadf80200000003
Taurasi Cantine Antonio Caggiano,82.4965409142857,Cantine Antonio Caggiano,Taurasi,,Italy,Aglianico,2014,,Red,5e94deef5fd8fd7ae861db33
Marchesi Di Barolo Barbera,82.49515727999999,Marchesi Di Barolo,Piedmont,N/A,Italy,Barbera,2012,N/A,Red,538e0b3aadc9120200000009
Secrest Mountain Chardonnay 2018,82.46795187826088,Haywire,Okanagan,British Columbia,Canada,Chardonnay,2018,,White,5fd04db3ee879823cba94f4c
"Cep as Antigua Tempranillo ""Seleccion Privada""",82.46515728,Cepas Antiguas,La Rioja,,Spain,Tempranillo,2011,,Red,5611a5af78ebec030000005a
Reserve Cabernet Sauvignon,82.46515728,Mi Terruño,Mendoza,,Argentina,Cabernet Sauvignon,2010,,Red,5423597811c7fa0200000027
J. Lohr 'Bay Mist' White Riesling 2016,82.45940776666666,J. Lohr Vineyards & Wines,Monterey County,California,USA,Riesling,2016,,White,5e94ded85fd8fd7ae861d92f
Uvas Chardonnay,82.45515728000001,Mi Terrunńo,"Uco Valley, Mendoza",,Argentina,Chardonnay,2012,,White,53c7027fb53e8a0200000029
Cedar Creek Pinot Gris 2018,82.44515728,Cedar Creek Vineyards,Okanagan Valley,,Canada,Pinot Gris,2018,,White,5cc38690d5086bf66d541608
River Stone Estate Winery Merlot,82.44515728,River Stone Estate Winery,Okanagan Valley,,Canada,Merlot,2013,,Red,58bf41bf33a28ada3821997d
Château d'Aiguilhe,82.44515728,Château d'Aiguilhe,Côtes de Castillon,,France,"Merlot, Cabernet Franc",2008,,Red,53d69bf8bfd58e020000000c
Wagner Conundrum Rose 2018,82.445031456,Wagner Family of Wine,California,,USA,"Pinot Blanc, Grenache Blanc, Chardonnay, Muscat Canellii, Viognier",2018,,Rose,5e94ded75fd8fd7ae861d91b
J Pinot Noir 2016,82.44343886779662,J Vineyards,California,,USA,Pinot Noir,2016,,Red,5e94ded85fd8fd7ae861d921
Domaine Houchart Provence Rose 2018,82.44257864,Domaine Houchart,Provence,,France,Rose Blend,2018,,Rose,5f0ddc297e96706c0687769e
Thornhaven Infusion Frizzante,82.43372984347826,Thornhaven Estates Winery,Okanagan Valley,,Canada,,2016,,White,5e94def55fd8fd7ae861dbd7
Red 220819EM8,82.42630221538462,Blind,Blind,,Blind,Blind,nv,,Red,5e94ded45fd8fd7ae861d8c7
Prisme,82.41515727999999,Anne Amie Vineyards,Chehalem Mountains,Oregon,USA,Pinot Noir,2011,,White,54582d9b1888f10200000037
Bartier Bros. Syrah,82.41263106666666,Bartier Bros.,Okanagan Valley,British Columbia,Canada,Syrah,1964,,Red,58e43468a752c82f47980089
Elouan Pinot Noir Oregon 2016,82.40796878814817,Elouan,California,,USA,Pinot Noir,2016,,Red,5e94dee25fd8fd7ae861da23
Riesling Classic,82.40515728,8Th  Generation  Vineyard,Okanagan,,Canada,Riesling,2012,,White,54719a8b4f20b50200000017
COVENANT Cabernet Sauvignon 2016,82.39515728,Covenant Wines,Napa Valley,,USA,Cabernet Sauvignon,2016,,Red,5b6c6900cf410ebb0e12b8b6
Whitehaven,82.35757864,Whitehaven winery,New Zealand,,New Zealand,Sauvignon Blanc,2013,,White,5427632241ee00020000000a
Bischofsleiten,82.35515728,Castel Sallegg,Trentino Alto Adige,,Italy,Schiava,2012,,Red,53d53039ef726f0200000008
Purple Cowboy,82.33763106666667,Purple Cowboy,"Paso Robles, California",,USA,Red Blend,2013,,Red,5499100b10a9850200000006
Frivolo,82.32515728,Vino Noceto,Sierra Foothills,California,USA,Moscato Bianco,2014,,White,5564efe1b4f0c103000000a3
"Tufaie, Soave Classico DOC",82.3179694857143,Bolla,Veneto,,Italy,"Garganega, Trebbiano",2012,,White,55eedda27866460300000002
Opus One Red Bordeaux 1997,82.31515728,Opus One,Napa Valley,California,USA,Red Bordeaux Blend,1997,,Red,5ad77d39128caabb7db028c2
Pazzesco,82.30515728,Castello di Trebbio,Toscana,,Italy,"Merlot, Syrah",2008,,Red,53c0368bd2251c020000000e
Apothic Dark Red 2016,82.30456973333335,Apothic,California,,USA,Red Blend,2016,,Red,5e94ded25fd8fd7ae861d88d
Davis Bynum Chardonnay,82.30429773333333,Davis Bynum,Russian River Valley,,USA,Chardonnay,2014,,White,58f955277575df36263fc072
Clean Slate,82.28763106666668,Clean Slate,Mosel,,Germany,Riesling,2013,,White,53c55c6a3914930200000004
Yering Station Estate Pinot Noir,82.28515727999999,Yering Station,Yarra Valley,,Australia,Pinot Noir,2015,,Red,59d5747e3392cc0e34ed8550
Moraine Viognier,82.27511234285714,Moraine Estate Winery,Okanagan Valley,,Canada,Viognier,2015,,White,58e983e466b2867a60b354da
Talon NK’MIP 2016 VQA,82.26789459047619,NK'MIP Cellars,Okanagan Valley,,Canada,"Syrah, Merlot, Cabernet Franc, Cabernet Sauvignon, Malbec, Pinot Noir",2016,,Red,5e94dedd5fd8fd7ae861d9ab
Avalon Napa Valley,82.26598058181818,Avalon,Napa,,USA,Cabernet Sauvignon,2012,,Red,5414c1433c9df5020000000a
Le Volte IGT Toscane 750ml 2014,82.25515728,Ornellaia e Massetto Società agricola S.r.L.,Toscana,,Italy,"Merlot, Sangiovese, Cabernet Sauvignon",2014,,Red,5e94df3c5fd8fd7ae861e2cb
Lucky Star Cabernet Sauvignon,82.25368377142856,Purple Wine Co.,California,,USA,Cabernet Sauvignon,2013,,Red,5728d581705cb4e451e72885
Beckstoffer To-Kalon,82.24515727999999,Macauley Vineyard,Napa Valley,,USA,Cabernet Sauvignon,2011,,Red,54597c68a0d70a0200000004
Beaux Freres Pinot Noir Beaux Freres Vineyard,82.23515728,Beaux Freres,Willamette Valley,Oregon,USA,Pinot Noir,2014,,Red,5ad77d38128caabb7db02699
Elsa Bianchi Torrontes 2018,82.22515728,Casa Bianchi,Mendoza,,Argentina,Torrontes,2018,,White,5e5b063d51d4c83e31252872
Vina Robles Vineyards & Winery,82.21796948571429,Vina Robles Vineyards & Winery,Paso Robles,,USA,"Petite Sirah, Syrah, Mourvedre, Grenache",2012,,Red,57868885c57f7e680d374a6f
Reserve Malbec,82.21515728,Mi Terruno,Mendoza,,Argentina,Malbec,2011,,Red,53c844980a30f2020000000e
Decoy Pinot Noir 2017,82.18415880714288,Decoy Wines,"Sonoma Coast, California",,USA,Pinot Noir,2017,,Red,5e94ded75fd8fd7ae861d919
Osoyoos Larose Le Grand Vin 2015,82.16515727999999,Osoyoos Larose,"Osoyoos, BC",,Canada,"Merlot, Cabernet Franc, Cabernet Sauvignon, Petit Verdot, Malbec",2015,,Red,5cd31fe668580d752dd589ed
Lodge Hill Shiraz,82.16515727999999,Jim Barry,Coonawarra,,Australia,Syrah,2011,,Red,5421cc7083bc44020000000f
Bollinger Rose,82.15515728,Bollinger,Champagne,,France,"Pinot Noir, Chardonnay",nv,,Rose,54566e1d65ade0020000001f
Pope Valley Eakle Ranch Sangiovese 2016,82.15429773333334,Pope Valley Winery,Napa Valley,,USA,Sangiovese,2016,,Red,5e51e45e27ae0e4b0dbdf072
Spätburgunder,82.14515728,Frank J Haller,Wurttemberg,,Germany,Pinot Noir,2014,,Red,590e0c519cc842510b9cfa71
Estate Reserve,82.14515727999999,Clos du Soleil,Similkameen Valley,,Canada,"Cabernet Franc, Malbec, Cabernet Sauvignon, Petit Verdot",2010,,Red,54a7127b804dda020000000b
Fairview Cellars 'Two Hoots' 2016,82.11188349473684,Fairview Cellars,"Oliver, Okanagan Valley",,Canada,"Cabernet Sauvignon, Merlot, Cabernet Franc",2016,,Red,5e94deed5fd8fd7ae861dafb
Dirty Laundry Bordello Red VQA 2016,82.1074536864865,Dirty Laundry Vineyard,Okanagan Valley,,Canada,"Merlot, Syrah, Cabernet Franc",2016,,Red,5e94deda5fd8fd7ae861d953
Gray Monk Ehrenfelser 2016,82.10515728,Gray Monk Estate Winery,Okanagan Valley,,Canada,Ehrenfelser,2016,,White,5cca276180a99458541fc037
Malartic Lageaviere,82.08763106666667,Chateau Malrartic Lagraviere,Pessac-Leognan,,France,"Cabernet Sauvignon, Merlot, Cabernet Franc",2000,,Red,538a38a063c70d020000000b
Four Vines Paso,82.08225519999999,Four Vines,Paso Robles,,USA,Cabernet Sauvignon,2013,,Red,5728d5b2705cb4e451e72886
"2012 Chardonnay, VS",82.07515728,Page Mill Winery,Livermore Valley,N/A,USA,Chardonnay,2012,N/A,White,52fbebb782e82e020000000a
Avalon,82.07511234285714,Purple Wine Co.,California,,USA,Avalon Cabernet Sauvignon,2012,,Red,53989b3c6e162b020000000f
Old Ghost,82.06515728000001,Klinker Brick Winery,Lodi,California,USA,Zinfandel,2012,,Red,53fce6ed43126a020000000a
MelMar,82.06515728,Melmar Wines,Napa Valley,,USA,Cabernet Sauvignon,2014,,Red,57b8d6d243a5a91d331c7d6a
Grady Family Vineyards Pinot Noir,82.05515728,Grady Family Vineyards,Lodi,California,USA,Pinot Noir,2012,,Red,54235ce27bbaab0200000035
Chianti Classico Casa Sola,82.03763106666666,Casa Sola,Tuscany,,Italy,"Sangiovese 90%, Canaiolo, 4% Cabernet & Merlot 6%",2013,,Red,5e94deef5fd8fd7ae861db3f
Erath,82.02515728,Erath Winery  $42,Oregon,,USA,Pinot Noir,2012,,Red,55c2b56366c4750300000004
Franchetto Santin Duico Recioto di Soave DOCG,82.02511234285714,Azienda Agricola Franchetto,Veneto,,Italy,Garganega,2012,,White,55eef9a57b2a920300000002
Steller's Mountain Jay Brut 2015,82.00515727999999,Steller's Jay,Okanagan Valley,,Canada,"Chardonnay, Pinot Blanc, Pinot Noir",2015,,White,5cd4811f365d46902dc234d1
Sonoma County,82.00429773333333,Forenzo Vineyards,Mendocino,California,USA,Pinot Noir,2012,,Red,546cbb95c2d399020000000c
H3,81.99515727999999,Columbia Crest,Columbia Valley,Washington,USA,Cabernet Sauvignon,2011,,Red,55dd0897718439030000005d
Badia A Passignano Riserva Chianti Classico DOCG 1.5L,81.97929773333334,Antinori,,,Italy,Sangiovese,2010,,Red,5e94df755fd8fd7ae861e891
Lucky Star Chardonnay,81.96953182222221,Purple Wine Co.,California,,USA,Chardonnay,2013,,White,5728d51f705cb4e451e72884
Vina Sympatica Sparkling White,81.9657233,Simply Vino,San Joaquin Valley,CA,USA,Colombard,nv,Sparkling,White,5564efe1b4f0c10300000032
Monster Merlot 2015,81.95515728000001,Monster Vineyards,Okanagan Valley,,Canada,Merlot,2015,,Red,5cd1f68b365d46902dc22f53
Taittinger Champagne La Francaise,81.95515728000001,Taittinger,,Champagne,France,Champagne Blend,nv,Sparkling,White,5ad77d39128caabb7db0291c
Mother Clone,81.94515728,Pedroncelli Winery,Sonoma,California,USA,Zinfandel,2011,,Red,52f2f81472c9980200000002
Private Reserve,81.92515728000001,Beringer Vineyards,Napa Valley,,USA,Cabernet Sauvignon,2012,,Red,56069fd9d21c87030000005f
Fifty Shades Of Grey White Silk,81.9219733,Fifty Shades Of Grey,California,,USA,Gewurztraminer Sauvignon Blanc,2012,,White,53aa078c851d14020000002d
Red 220819EM2,81.92117401025641,Blind,Blind,,Blind,Blind,nv,,Red,5e94ded45fd8fd7ae861d8bf
Jakoby Pur,81.91263106666666,Jakoby Pur,Mosel,,Germany,Riesling Spaltese,2008,,White,536c242593f57f020000000d
Apothic Red Winemaker's Blend,81.89865066181818,E. & J. Gallo Winery,California,,USA,"Zinfandel, Syrah, Cabernet Sauvignon, Merlot",2015,,Red,5e94def75fd8fd7ae861dc03
Vina Sympatica  Sparkling Red,81.8969733,Simply Vino,San Joaquin Valley,CA,USA,Cabernet Sauvignon,nv,Sparkling,Red,5564efe1b4f0c10300000098
Wente Chardonnay,81.89563449411764,Wente Vineyards,"Livermore Valley, California",,USA,Chardonnay,2016,,White,5e94deec5fd8fd7ae861daeb
Siduri Wines - Santa Lucia Highlands,81.89515727999999,Siduri Wines,Sonoma Valley,California,USA,Pinot Noir,2012,Dry,Red,543611fbc4eb28020000006b
Carnivor Cabernet Sauvignon 2016,81.89257465225226,Carnivor,California,,USA,Cabernet Sauvignon,2016,,Red,5e94ded25fd8fd7ae861d875
Woodstock Blackbird,81.88515728,Cielo Estate,El Dorado County,,USA,"Cabernet Sauvignon, Malbec, Petit Syrah",nv,,Red,556a4d797338bf0300000008
Amarone Della Valpolicella DOCG,81.8709644,Sartori Di Verona,Veneto,,Italy,"Corvina, Corvinone, Rondinella, Cabernet Sauvignon",2011,,Red,56db191c8564414a288560b3
Rombauer Chardonnay 2018,81.85515728,Rombauer Vineyards,Carneros,California,USA,Chardonnay,2018,,White,5e5c3fc9f6fc9446610eac0a
Siegerrebe,81.85515728,Singletree Winery,Fraser Valley,,Canada,Siegerrebe,2013,,White,566740886b3f320300964b44
Hester Creek,81.8459644,Hester Creek Estate Winery,Okanagan Valley,,Canada,Cabernet Franc,2014,,Rose,554e6954a63f160300000006
Signature Clos du Soleil Winery VQA 2014,81.8402515826087,Clos du Soleil,Okanagan Valley,,Canada,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot, Malbec",2014,,Red,5e94dedf5fd8fd7ae861d9d5
Syrah,81.83515728,Siren's Call,Okanagan Valley,,Canada,Syrah,2013,,Red,56848f6560f6b7030043dd34
Misconduct Big Take Red 2015,81.83456125714285,Misconduct Wine Co,"Naramata, Okanagan Valley",,Canada,"Cabernet Sauvignon, Merlot, Cabernet Franc, Syrah",2015,,Red,5e94deed5fd8fd7ae861dafd
Sonoma-Cutrer Sonoma Coast Chardonnay 2017,81.79886042568808,Sonoma-Cutrer,Sonoma Coast,,USA,Chardonnay,2017,,White,5e94ded75fd8fd7ae861d907
Sonoma Cutrer Russian River Ranches Chardonnay 2015,81.79515728,Sonoma-Cutrer Vineyards  $49,"Sonoma County, California",,USA,Chardonnay,2015,,White,5a79e32643780f1b2595a452
Gemma di Luna Sparking Moscato Dolce,81.79515727999998,Enovation Brands,Piedmont,,Italy,Moscato,nv,Sparkling,White,592227b21a776b1271c4ddb3
Côtes du Rhône Les Violettes Rouge,81.79515727999998,Moillard,Rhone Valley,,France,"Syrah, Mourvedre, Grenache, Cinsault",2012,,Red,55df9da6c70de6030000007b
Louis Martini Cabernet Sauvignon 2016,81.77734386976745,Louis M. Martini Winery,California,,USA,Cabernet Sauvignon,2016,,Red,5e94dedb5fd8fd7ae861d97f
Château Leoville Barton,81.75515728,Château Leoville Barton,Saint-Julien,,France,"Cabernet Sauvignon, Merlot, Cabernet Franc",2009,,Red,5a8f0f56d5f6fbac5f9ac03e
St. Urbans-hof Pinot Noir,81.75515728,St. Urbans-hof,Mosel,,Germany,Pinot Noir,2015,,Red,58a7483230e1721f4f145851
Llama,81.75429773333333,Belasco de Baquedano,Mendoza,,Argentina,Malbec,2006,,Red,544300745d593b0200000002
Napa Valley Cabernet,81.7469733,Joel Gott Wines,Napa Valley,California,USA,Cabernet Sauvignon,2011,,Red,554fc46ed9a34c0300000002
J Chardonnay 2016,81.74610194166665,J Vineyards,"Napa County; Sonoma County, Monterey County",,USA,Chardonnay,2016,,White,5e94ded65fd8fd7ae861d903
Dutton Ranch,81.74515728,Dutton-Goldfield Winery,Russian River Valley,California,USA,Chardonnay,2015,,White,59cad9c62a5134dc4ac9a943
The Arsonist Chardonnay,81.74515728,Matchbook Wine Company,Dunnigan Hills,,USA,Chardonnay,2015,,White,59adf3448ff0d5667fa087e5
La Gitana,81.73515728,Bodega Hidalgo,Sanlucar de Barrameda,,Spain,Palomino,nv,,White,5648add61ef0dc03000000e0
Cadaretta,81.73515728,Cadaretta,Columbia Valley,Washington,USA,Cabernet Sauvignon,2010,,Red,55d6024462f94f0300000066
Diabolica White,81.70626787272728,Mark Anthony Cellars - VQA,Okanagan Valley,British Columbia,Canada,"Pinot Gris, Chardonnay, Riesling, Viognier, Muscat",2015,,White,5e94df455fd8fd7ae861e3c1
La Crema Chardonnay Kelli Ann Vineyard,81.69515728,La Crema,Sonoma County,California,USA,Chardonnay,2015,,White,5ad79586329a8da07dfdf9ad
Diabolica Reincarnation Bourbon Oak-Aged Red VQA 2016,81.68818630270269,Diabolica Wines,Okanagan Valley,British Columbia,Canada,"Merlot, Shiraz, Cabernet Franc",2016,,Red,5e94defa5fd8fd7ae861dc39
Bella Una,81.67515728000001,Benovia Winery,Sonoma County,California,USA,Pinot Noir,2011,,Red,541b7501c8c79e0200000012
Mission Ridge Premium Dry Red,81.67515728,Mark Anthony Cellars - CIC,Okanagan Valley,British Columbia,Canada,,nv,,Red,5e94df7a5fd8fd7ae861e909
Seven Terraces,81.66515728,Seven Terraces,Marlborough,,New Zealand,Sauvignon Blanc,2014,,White,55467811327b350300000034
Podalirio,81.66515727999999,Querceto di Castellina,Tuscany,,Italy,100% Merlot,2013,,Red,5e94def05fd8fd7ae861db41
Freemark Abbey,81.66515727999999,Freemark Abbey Winery,Napa Valley,California,USA,Merlot,2012,,Red,55d0bb812f033d0300000159
Benovia Russian River Chardonnay,81.66515727999999,Benovia Winery,Russian River Valley,,USA,Chardonnay,2012,,White,545802fe1888f1020000000a
Treana Red Blend,81.65368377142859,Hope Family Wines,"Central Coast, California",,USA,Red Blend,2015,,Red,58f95850475b3420268ffee5
MHFE Quatrain 2013,81.64515727999999,Mark Anthony Cellars - VQA,Okanagan Valley,British Columbia,Canada,"Merlot,Syrah, Cabernet Franc, Cabernet Sauvignon",2013,,Red,5e94df165fd8fd7ae861df07
See Ya Later Sparkling Brut,81.63526301818183,See Ya Later Ranch,Okanagan Valley,,Canada,,nv,,White,5e94def55fd8fd7ae861dbc7
Rodney Strong Estate Grown Cabernet Sauvignon 2014,81.63515728,Rodney Strong Vineyards,"Alexander Valley, Sonoma County",,USA,Cabernet Sauvignon,2014,,Red,5a793f5e4281413625aa0b8f
Ochagavia 'Espuela' Red 2017,81.63171909333332,Ochagavia Wines,Central Valley,,Chile,Rare Red Blend,2017,,Red,5e94deee5fd8fd7ae861db13
Cabernet Merlot CedarCreek 2016 VQA,81.60107443333332,CedarCreek,Okanagan Valley,,Canada,"Merlot, Cabernet Franc, Cabernet Sauvignon",2016,,Red,5e94dede5fd8fd7ae861d9cb
Real De Aragon,81.58763106666667,Langa,Calatayud,,Spain,Grenache,2012,,Red,55aed38e5cb4760300000079
Intercept by Charles Woodson Red 2017,81.57766182654866,Intercept Cellars,Paso Robles,,USA,Red Blend,2017,,Red,5e94ded25fd8fd7ae861d87f
Cremant Brut Rosé,81.53515727999999,Lucien Albrecht,Alsace,,France,Pinot Noir,nv,,Rose,5681db73c0cf330300db9ec2
Empreinte Premier Cru,81.52714886666666,Geoffroy,Ay,,France,"Pinot Noir, Pinot Meunier, Chardonnay",2008,Sparkling,White,5876793d7ec0806e5bf5d039
Château l'Ermitage Rouge,81.51515728,Château l'Ermitage,Rhone Valley,,France,"Grenache, Syrah, Mourvedre",2010,,Red,55a3c94bc1bf6b030000002a
Cortalto Pecorino,81.5094733,Cerulli Spinozzi,Abruzzo,,Italy,Pecorino,2014,,White,56db14e18564414a288560af
Rust en Vrede,81.49515728,Rust en Vrede,Stellenbosch,,South Africa,Syrah,2012,,Red,58ad0c9f802d4dd1299f7da4
Theresa-Noelle,81.48515728,Summerland Winery,Sta Rita Hills,,USA,Pinot Noir,2012,,Red,552469056aa7a20300000027
JaM Cellars 'Butter' Chardonnay 2017,81.4788820651163,JaM Cellars,Napa Valley,California,USA,Chardonnay,2017,,White,5e94ded85fd8fd7ae861d931
Abad dom Bueno,81.47515727999999,Bodega del Abad,Bierzo,,Spain,Mencia,nv,,Red,567b3d6ed7af7a03006c5677
Max Reserva,81.46143512727272,Errazuriz,Aconcagua Valley,,Chile,Cabernet Sauvignon,nv,,Red,546e0425871fd20200000004
Nicolas Feuillatte,81.45515728000001,Nicolas Feuillatte,Champagne,,France,Chardonnay,2005,,White,53636a90773c950200000011
Rosé,81.44515727999999,Quails' Gate Winery,Okanagan Valley,N/A,Canada,"Gamay Noir, Pinot Noir, Pinot Gris",2013,,Rose,5546fb6ec435ae03000000b0
Four Vines Truant Zinfandel,81.44515727999999,California,California,,USA,"Zinfandel, Syrah, Petite Sirah, Barbera, Sangiovese",2010,,Red,5414c6703c9df5020000000d
Monasterio de las Vinas Reserva,81.40398875789474,Monasterio,,,Spain,"Grenache, tempranillo, carinena",2014,,Red,5e94dede5fd8fd7ae861d9cf
Wild Goose Pinot Gris,81.38939805714286,Wild Goose Vineyards & Winery,Okanagan Valley,British Columbia,Canada,Pinot Gris,2012,,White,53ebfb17e54c1e0200000003
90+ Pinot Noir,81.38515728,90+,Monterey,N/A,USA,Pinot Noir,2013,N/A,Red,53a084b62c35130200000002
Chateau Ste. Michelle,81.3822552,Chateau Ste. Michelle,Columbia Valley,Washington,USA,Cabernet Sauvignon,2012,,Red,53c570273692890200000014
